group,psc_desc,psc,Level1,Level_1_Category,Level_2,Level_2_Category
L0,TECHNICAL REPRESENTATIVE- RAILWAY EQUIPMENT,L022,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",L023,7,Transportation and Logistics Services,7.5,Motor Vehicles
L0,TECHNICAL REPRESENTATIVE- TRACTORS,L024,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- VEHICULAR EQUIPMENT COMPONENTS,L025,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- TIRES AND TUBES,L026,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- ENGINES, TURBINES, AND COMPONENTS",L028,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- ENGINE ACCESSORIES,L029,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- MECHANICAL POWER TRANSMISSION EQUIPMENT,L030,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- BEARINGS,L031,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- WOODWORKING MACHINERY AND EQUIPMENT,L032,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- METALWORKING MACHINERY,L034,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- SERVICE AND TRADE EQUIPMENT,L035,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- SPECIAL INDUSTRY MACHINERY,L036,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- AGRICULTURAL MACHINERY AND EQUIPMENT,L037,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINT EQUIP,L038,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- MATERIALS HANDLING EQUIPMENT,L039,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- ROPE, CABLE, CHAIN, AND FITTINGS",L040,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",L041,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REP- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,L042,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- PUMPS AND COMPRESSORS,L043,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",L044,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",L045,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,L046,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- PIPE, TUBING, HOSE, AND FITTINGS",L047,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- VALVES,L048,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,L049,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- HAND TOOLS,L051,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- MEASURING TOOLS,L052,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- HARDWARE AND ABRASIVES,L053,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- PREFABRICATED STRUCTURES AND SCAFFOLDING,L054,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- LUMBER, MILLWORK, PLYWOOD, AND VENEER",L055,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- CONSTRUCTION AND BUILDING MATERIALS,L056,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",L058,19,Electronic & Communication Services,19.1,Equipment Maintenance
L0,TECHNICAL REPRESENTATIVE- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,L059,19,Electronic & Communication Services,19.1,Equipment Maintenance
L0,"TECHNICAL REPRESENTATIVE- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",L060,19,Electronic & Communication Services,19.1,Equipment Maintenance
L0,TECHNICAL REPRESENTATIVE- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,L061,19,Electronic & Communication Services,19.1,Equipment Maintenance
L0,TECHNICAL REPRESENTATIVE- LIGHTING FIXTURES AND LAMPS,L062,19,Electronic & Communication Services,19.1,Equipment Maintenance
L0,"TECHNICAL REPRESENTATIVE- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",L063,3,Security and Protection,3.3,Security Services
L0,"TECHNICAL REPRESENTATIVE- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",L065,10,Medical,10.2,Medical Equipment and Accessories and Supplies
L0,TECHNICAL REPRESENTATIVE- INSTRUMENTS AND LABORATORY EQUIPMENT,L066,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- PHOTOGRAPHIC EQUIPMENT,L067,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- CHEMICALS AND CHEMICAL PRODUCTS,L068,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- TRAINING AIDS AND DEVICES,L069,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,L070,1,IT,1.5,IT Outsourcing
L0,TECHNICAL REPRESENTATIVE- FURNITURE,L071,6,Office Management,6.3,Furniture
L0,TECHNICAL REPRESENTATIVE- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,L072,6,Office Management,6.3,Furniture
L0,TECHNICAL REPRESENTATIVE- FOOD PREPARATION AND SERVING EQUIPMENT,L073,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,L074,6,Office Management,6.2,Office Management Services
L0,TECHNICAL REPRESENTATIVE- OFFICE SUPPLIES AND DEVICES,L075,6,Office Management,6.2,Office Management Services
L0,"TECHNICAL REPRESENTATIVE- BOOKS, MAPS, AND OTHER PUBLICATIONS",L076,6,Office Management,6.2,Office Management Services
L0,TECHNICAL REPRESENTATIVE- MUSICAL INST/PHONOGRAPH/HOME RADIO,L077,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- RECREATIONAL AND ATHLETIC EQUIPMENT,L078,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- CLEANING EQUIPMENT AND SUPPLIES,L079,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",L080,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",L081,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- TEXTILES, LEATHER, FURS, APPAREL/SHOE FINDINGS, TENTS/FLAGS",L083,15,"""Clothing, Textiles & Subsistence S&E""",15.2,"""Textiles, Clothing & Equipage"""
L0,"TECHNICAL REPRESENTATIVE- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",L084,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- TOILETRIES,L085,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- AGRICULTURAL SUPPLIES,L087,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- LIVE ANIMALS,L088,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- SUBSISTENCE,L089,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- FUELS, LUBRICANTS, OILS, AND WAXES",L091,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- NONMETALLIC FABRICATED MATERIALS,L093,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- NONMETALLIC CRUDE MATERIALS,L094,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- METAL BARS, SHEETS, AND SHAPES",L095,18,Equipment Related Services,18.5,Technical Representative Services
L0,"TECHNICAL REPRESENTATIVE- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",L096,18,Equipment Related Services,18.5,Technical Representative Services
L0,TECHNICAL REPRESENTATIVE- MISCELLANEOUS,L099,18,Equipment Related Services,18.5,Technical Representative Services
M1,OPERATION OF OFFICE BUILDINGS,M1AA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF CONFERENCE SPACE AND FACILITIES,M1AB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,M1AZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AIR TRAFFIC CONTROL TOWERS,M1BA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AIR TRAFFIC CONTROL TRAINING FACILITIES,M1BB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF RADAR AND NAVIGATIONAL FACILITIES,M1BC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AIRPORT RUNWAYS AND TAXIWAYS,M1BD,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AIRPORT TERMINALS,M1BE,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF MISSILE SYSTEM FACILITIES,M1BF,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,M1BG,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER AIRFIELD STRUCTURES,M1BZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF SCHOOLS,M1CA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER EDUCATIONAL BUILDINGS,M1CZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF HOSPITALS AND INFIRMARIES,M1DA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF LABORATORIES AND CLINICS,M1DB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER HOSPITAL BUILDINGS,M1DZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AMMUNITION FACILITIES,M1EA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF MAINTENANCE BUILDINGS,M1EB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF PRODUCTION BUILDINGS,M1EC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF SHIP CONSTRUCTION AND REPAIR FACILITIES,M1ED,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF TANK AUTOMOTIVE FACILITIES,M1EE,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER INDUSTRIAL BUILDINGS,M1EZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF FAMILY HOUSING FACILITIES,M1FA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF RECREATIONAL BUILDINGS,M1FB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF TROOP HOUSING FACILITIES,M1FC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF DINING FACILITIES,M1FD,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF RELIGIOUS FACILITIES,M1FE,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF PENAL FACILITIES,M1FF,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER RESIDENTIAL BUILDINGS,M1FZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AMMUNITION STORAGE BUILDINGS,M1GA,7,Transportation and Logistics Services,7.2,Logistics Support Services
M1,OPERATION OF FOOD OR GRAIN STORAGE BUILDINGS,M1GB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF FUEL STORAGE BUILDINGS,M1GC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OPEN STORAGE FACILITIES,M1GD,7,Transportation and Logistics Services,7.2,Logistics Support Services
M1,OPERATION OF OTHER WAREHOUSE BUILDINGS,M1GZ,7,Transportation and Logistics Services,7.2,Logistics Support Services
M1,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO R&D FACILITIES,M1HA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO R&D FACILITIES,M1HB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO ENVIRONMENTAL LABORATORIES,M1HC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO ENVIRONMENTAL LABORATORIES,M1HZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF MUSEUMS AND EXHIBITION BUILDINGS,M1JA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF TESTING AND MEASUREMENT BUILDINGS,M1JB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF MISCELLANEOUS BUILDINGS,M1JZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF DAMS,M1KA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF CANALS,M1KB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF MINE FIRE CONTROL FACILITIES,M1KC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF MINE SUBSIDENCE CONTROL FACILITIES,M1KD,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF SURFACE MINE RECLAMATION FACILITIES,M1KE,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF DREDGING FACILITIES,M1KF,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,M1KZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF AIRPORT SERVICE ROADS,M1LA,4,Facilities & Construction,4.4,Facility Related Services
M1,"OPERATION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",M1LB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF TUNNELS AND SUBSURFACE STRUCTURES,M1LC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF PARKING FACILITIES,M1LZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - COAL,M1MA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - GAS,M1MB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - GEOTHERMAL,M1MC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - HYDRO,M1MD,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - NUCLEAR,M1ME,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - PETROLEUM,M1MF,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - SOLAR,M1MG,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EPG FACILITIES - WIND,M1MH,4,Facilities & Construction,4.4,Facility Related Services
M1,"OPERATION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",M1MZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF FUEL SUPPLY FACILITIES,M1NA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF HEATING AND COOLING PLANTS,M1NB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF POLLUTION ABATEMENT AND CONTROL FACILITIES,M1NC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF SEWAGE AND WASTE FACILITIES,M1ND,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF WATER SUPPLY FACILITIES,M1NE,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER UTILITIES,M1NZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF RECREATION FACILITIES NON-BUILDING,M1PA,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF EXHIBIT DESIGN NON-BUILDING,M1PB,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF UNIMPROVED REAL PROPERTY LAND,M1PC,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES,M1PD,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF OTHER NON-BUILDING FACILITIES,M1PZ,4,Facilities & Construction,4.4,Facility Related Services
M1,OPERATION OF RESTORATION OF REAL PROPERTY PUBLIC OR PRIVATE,M1QA,4,Facilities & Construction,4.4,Facility Related Services
N0,INSTALLATION OF EQUIPMENT- WEAPONS,N010,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- NUCLEAR ORDNANCE,N011,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT,N012,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES,N013,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- GUIDED MISSILES,N014,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,N015,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,N016,18,Equipment Related Services,18.3,Installation of Equipment
N0,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",N017,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- SPACE VEHICLES,N018,18,Equipment Related Services,18.3,Installation of Equipment
N0,"INSTALLATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",N019,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,N020,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- RAILWAY EQUIPMENT,N022,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",N023,7,Transportation and Logistics Services,7.5,Motor Vehicles
N0,INSTALLATION OF EQUIPMENT- TRACTORS,N024,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,N025,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- TIRES AND TUBES,N026,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",N028,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- ENGINE ACCESSORIES,N029,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT,N030,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- BEARINGS,N031,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,N032,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- METALWORKING MACHINERY,N034,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,N035,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,N036,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT,N037,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",N038,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT,N039,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS",N040,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",N041,4,Facilities & Construction,4.4,Facility Related Services
N0,INSTALLATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,N042,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- PUMPS AND COMPRESSORS,N043,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",N044,4,Facilities & Construction,4.4,Facility Related Services
N0,"INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",N045,4,Facilities & Construction,4.4,Facility Related Services
N0,INSTALLATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,N046,18,Equipment Related Services,18.3,Installation of Equipment
N0,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",N047,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- VALVES,N048,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,N049,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- HAND TOOLS,N051,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- MEASURING TOOLS,N052,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES,N053,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,N054,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",N055,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,N056,4,Facilities & Construction,4.1,Construction Related Materials
N0,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",N058,1,IT,1.5,IT Outsourcing
N0,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,N059,4,Facilities & Construction,4.4,Facility Related Services
N0,"INSTALLATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",N060,1,IT,1.5,IT Outsourcing
N0,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,N061,19,Electronic & Communication Services,19.1,Equipment Maintenance
N0,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,N062,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",N063,3,Security and Protection,3.3,Security Services
N0,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",N065,10,Medical,10.2,Medical Equipment and Accessories and Supplies
N0,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,N066,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,N067,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS,N068,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- TRAINING AIDS AND DEVICES,N069,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,N070,1,IT,1.5,IT Outsourcing
N0,INSTALLATION OF EQUIPMENT- FURNITURE,N071,6,Office Management,6.3,Furniture
N0,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,N072,6,Office Management,6.3,Furniture
N0,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,N073,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",N074,6,Office Management,6.2,Office Management Services
N0,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,N075,6,Office Management,6.2,Office Management Services
N0,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",N076,6,Office Management,6.2,Office Management Services
N0,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,N077,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
